Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
382,:,1612293656.663,3.834,0,223,0,0,4047805392,0.5,1,0.9
381,:,1612293656.593,4.006,0,223,0,0,4173556719,0.125,25,0.95
383,:,1612293656.67,3.967,0,223,0,0,4047805392,0.125,25,0.8
385,:,1612293657.892,3.454,0,223,0,0,384799037,0.125,1,0.9
386,:,1612293658.157,3.564,0,223,0,0,3543305936,2,5,0.95
384,:,1612293657.862,3.871,0,223,0,0,733348321,0.25,25,0.8
388,:,1612293658.302,3.529,0,223,0,0,3602412539,1,5,0.9
387,:,1612293658.296,3.618,0,223,0,0,1111384852,1,5,0.9
390,:,1612293658.562,3.405,0,223,0,0,90715284,0.25,1,0.9
389,:,1612293658.55,3.433,0,223,0,0,4047805392,1,1,0.9
391,:,1612293658.636,3.414,0,223,0,0,1501843923,0.25,1,0.95
392,:,1612293658.646,3.492,0,223,0,0,1953635580,0.125,1,0.9
393,:,1612293658.705,3.473,0,223,0,0,2390141961,0.5,1,0.8
394,:,1612293658.731,3.473,0,223,0,0,1501843923,0.25,1,0.8
395,:,1612293658.741,3.475,0,223,0,0,1501843923,0.125,1,0.95
396,:,1612293658.85,3.438,0,223,0,0,1501843923,2,1,0.95
397,:,1612293658.979,3.483,0,223,0,0,4017802264,0.25,1,0.95
398,:,1612293659.004,3.483,0,223,0,0,2034693659,0.125,1,0.9
399,:,1612293659.011,3.535,0,223,0,0,3543305936,0.5,5,0.9
400,:,1612293659.02,3.535,0,223,0,0,991818103,1,1,0.8
401,:,1612293659.082,3.537,0,223,0,0,4047805392,0.5,1,0.8
403,:,1612293659.254,3.508,0,223,0,0,1111384852,2,1,0.9
402,:,1612293659.215,3.554,0,223,0,0,733348321,0.125,5,0.95
405,:,1612293659.375,3.506,0,223,0,0,2289609983,2,1,0.8
404,:,1612293659.361,3.909,0,223,0,0,1395720285,0.125,25,0.9
406,:,1612293659.678,3.644,0,223,0,0,4017802264,0.5,5,0.8
407,:,1612293659.726,3.625,0,223,0,0,2289609983,0.25,1,0.95
408,:,1612293659.75,3.617,0,223,0,0,3543305936,1,5,0.8
409,:,1612293659.796,3.585,0,223,0,0,1953635580,0.5,5,0.8
410,:,1612293659.846,3.592,0,223,0,0,3602412539,2,5,0.8
411,:,1612293659.966,3.71,0,223,0,0,4017802264,2,1,0.9
412,:,1612293660.05,3.842,0,223,0,0,4173556719,0.125,25,0.9
415,:,1612293660.646,3.648,0,223,0,0,1395720285,1,5,0.8
414,:,1612293660.606,3.923,0,223,0,0,1395720285,1,25,0.9
413,:,1612293660.562,4.22,0,223,0,0,2390141961,0.5,25,0.9
416,:,1612293661.366,3.548,0,223,0,0,3390822559,2,5,0.9
418,:,1612293661.744,3.463,0,223,0,0,4047805392,2,1,0.8
